Puntuaciones

Matias, $1000
Pedro, $0
Adrian, $0
Matias, $1000
Juan, $32000
Maria, $1000
Lujan, $0
Guido, $1000
Pedro, $1000
Mario, $0
Ricardo, $1000
Julio, $1000
Matias, $0
Dario, $0
